frame,x1,y1,x2,y2,confidence,class_id
1066,358,216,536,480,0.8822026252746582,0
1067,356,216,535,479,0.880926787853241,0
1068,356,216,534,479,0.8790348768234253,0
1069,357,216,533,480,0.8781540393829346,0
1070,354,217,533,479,0.8826320171356201,0
1071,354,217,533,479,0.8820238709449768,0
1072,354,217,533,479,0.8798183798789978,0
1073,357,216,534,479,0.8768340945243835,0
1074,356,216,534,479,0.8814911246299744,0
1075,357,216,534,479,0.8796523213386536,0
1076,355,216,534,479,0.8800641894340515,0
1077,354,216,533,479,0.8816126585006714,0
1078,354,216,533,479,0.8798586130142212,0
1079,354,217,533,479,0.8799723982810974,0
1080,355,216,533,479,0.8792784810066223,0
1081,356,216,533,479,0.877412736415863,0
1082,355,216,533,479,0.8797764778137207,0
1083,356,216,534,479,0.8801177144050598,0
1084,355,216,534,479,0.8816993236541748,0
1085,355,216,533,479,0.8787459135055542,0
1086,356,216,531,479,0.8738385438919067,0
1087,353,215,530,479,0.8738616704940796,0
1088,354,215,528,480,0.8678905367851257,0
1089,352,215,526,480,0.8601837158203125,0
1090,346,214,522,480,0.8595197796821594,0
1091,343,214,519,479,0.8610678315162659,0
1092,338,214,514,479,0.8414738178253174,0
1093,335,215,509,479,0.8496249318122864,0
1094,328,214,504,479,0.8422569632530212,0
1095,320,213,496,479,0.8325942754745483,0
1096,310,211,489,479,0.8244460821151733,0
1097,300,210,480,480,0.8309323787689209,0
1098,287,215,469,479,0.830139696598053,0
1099,276,220,457,480,0.8280547857284546,0
1100,266,215,444,480,0.8346357941627502,2
1101,250,216,430,480,0.8169309496879578,2
1102,235,217,413,480,0.8406786918640137,2
1103,218,216,398,480,0.8012018203735352,2
1104,210,214,386,480,0.8445890545845032,0
1105,202,215,377,479,0.8532639145851135,0
1106,197,215,369,480,0.8550577163696289,0
1107,199,216,366,479,0.8404906988143921,0
1108,198,218,366,479,0.8501284718513489,0
1109,199,219,367,480,0.8482667207717896,0
1110,204,216,368,480,0.8498295545578003,0
1111,204,216,370,480,0.858963131904602,0
1112,205,216,371,480,0.8525357246398926,0
1113,203,217,372,480,0.8654341101646423,0
1114,202,217,370,480,0.8690822720527649,0
1115,200,217,368,480,0.8540927767753601,0
1116,195,217,365,480,0.8424291014671326,0
1117,193,217,364,480,0.8638001084327698,0
1118,188,218,360,480,0.8691418766975403,0
1119,188,218,355,480,0.8592963218688965,0
1120,178,218,351,480,0.8552169799804688,0
1121,169,219,338,480,0.8569599390029907,0
1122,154,218,330,479,0.854718804359436,0
1123,142,218,322,479,0.8596571087837219,0
1124,130,219,310,480,0.8440203070640564,2
1125,116,220,296,480,0.8363759517669678,2
1126,103,218,281,480,0.8692746162414551,2
1127,88,220,264,480,0.8436422944068909,2
1128,73,219,245,479,0.8290238380432129,2
1129,50,216,225,479,0.8200806975364685,2
1130,36,217,209,480,0.8069169521331787,2
1131,31,216,195,480,0.8062288761138916,0
1132,17,215,184,480,0.8103074431419373,0
1133,20,216,170,480,0.8211960792541504,0
1134,18,217,165,480,0.8276016116142273,0
1135,17,217,162,479,0.8255367279052734,0
1136,17,218,167,479,0.8252496123313904,0
1137,17,217,163,480,0.8309788703918457,0
1138,20,217,162,480,0.8356183767318726,0
1139,21,217,166,480,0.8314964771270752,0
1140,22,216,162,480,0.8362224102020264,0
1141,22,216,164,480,0.8356812596321106,0
1142,21,216,164,480,0.8339908719062805,0
1143,20,216,167,480,0.8334584832191467,0
1144,20,217,167,480,0.8301316499710083,0
1145,21,217,166,480,0.8308284878730774,0
1146,21,217,167,480,0.83033686876297,0
1147,21,216,165,480,0.8322224020957947,0
1148,21,216,164,480,0.8324324488639832,0
1149,22,216,163,480,0.831558883190155,0
1150,21,216,164,480,0.8324387073516846,0
1151,20,216,164,480,0.8316066861152649,0
1152,20,217,164,480,0.8299533128738403,0
1153,20,217,161,480,0.8288506269454956,0
1154,20,216,162,480,0.8302573561668396,0
1155,20,216,162,480,0.83137446641922,0
1156,22,216,162,480,0.8322569131851196,0
1157,21,217,163,480,0.8324243426322937,0
1158,19,217,162,480,0.8311338424682617,0
1159,20,217,165,480,0.8308966755867004,0
1160,22,217,163,480,0.8319452404975891,0
1161,22,216,164,480,0.8314452767372131,0
1162,22,216,164,480,0.8303307890892029,0
1163,23,216,164,480,0.8303845524787903,0
1164,22,216,165,480,0.8310690522193909,0
1165,21,216,164,480,0.8308433294296265,0
1166,23,217,164,480,0.8297489285469055,0
1167,21,217,161,480,0.8310108780860901,0
1168,23,216,160,480,0.8332668542861938,0
1169,23,216,163,480,0.8282374739646912,0
1170,23,216,164,480,0.8294240832328796,0
1171,23,216,164,480,0.8293364644050598,0
1172,22,217,163,480,0.8304530382156372,0
1173,22,217,163,480,0.8328441381454468,0
1174,23,216,164,480,0.8307754397392273,0
1175,22,216,164,480,0.8316357135772705,0
1176,22,216,163,480,0.8295626640319824,0
1177,21,216,161,480,0.8297511339187622,0
1178,20,217,165,480,0.8278288245201111,0
1179,20,217,164,480,0.8290498852729797,0
1180,22,217,163,480,0.8309876322746277,0
1181,22,217,162,480,0.8315941691398621,0
1182,24,216,162,480,0.8296324014663696,0
1183,25,216,164,480,0.8295729160308838,0
1184,25,217,170,480,0.8264960646629333,0
1185,25,216,173,480,0.82903653383255,0
1186,26,216,177,480,0.829329788684845,0
1187,30,217,183,480,0.8347749710083008,0
1188,33,217,185,480,0.8307051658630371,0
1189,36,218,188,480,0.8263654708862305,0
1190,38,218,190,480,0.8337406516075134,0
1191,40,219,194,480,0.8322281241416931,0
1192,42,219,198,480,0.8417174220085144,0
1193,45,220,203,479,0.8514514565467834,0
1194,48,219,211,479,0.8472216725349426,0
1195,52,219,219,479,0.8532758951187134,0
1196,59,218,226,480,0.8565572500228882,0
1197,67,219,236,480,0.8581109642982483,0
1198,75,218,244,479,0.859917938709259,0
1199,84,218,259,480,0.8492298722267151,2
1200,95,219,271,480,0.8387621641159058,2
1201,108,217,286,479,0.8604757785797119,2
1202,123,216,304,480,0.8065542578697205,2
1203,139,217,317,480,0.8425575494766235,2
1204,146,217,326,479,0.8363183736801147,0
1205,156,218,331,479,0.8461065292358398,0
1206,155,218,336,479,0.8288638591766357,0
1207,164,217,336,479,0.8326966166496277,0
1208,158,218,336,480,0.8401516675949097,0
1209,158,216,334,480,0.8611924648284912,0
1210,151,217,333,480,0.8637966513633728,0
1211,149,218,331,480,0.86292964220047,0
1212,147,218,329,480,0.8555911779403687,0
1213,148,217,327,480,0.8562929630279541,0
1214,152,217,326,479,0.8496609926223755,0
1215,152,218,327,480,0.860371470451355,0
1216,151,218,327,480,0.855559766292572,0
1217,150,218,327,480,0.8720158934593201,0
1218,149,218,327,480,0.873336911201477,0
1219,148,217,328,480,0.8740893006324768,0
1220,148,218,330,480,0.8654149174690247,0
1221,152,218,332,480,0.8611404895782471,0
1222,156,218,334,480,0.8516037464141846,0
1223,160,218,334,480,0.8462548851966858,0
1224,161,218,335,479,0.8504947423934937,0
1225,170,217,339,479,0.8522574305534363,0
1226,172,218,340,479,0.8558619618415833,0
1227,176,218,343,480,0.8595262169837952,0
1228,177,217,347,480,0.8593014478683472,0
1229,179,218,351,479,0.8602849245071411,0
1230,186,218,355,479,0.8577141165733337,0
1231,188,217,362,480,0.857533872127533,0
1232,194,217,367,479,0.8464917540550232,0
1233,198,216,374,480,0.8453700542449951,0
1234,207,214,385,479,0.8301703333854675,0
1532,508,213,640,479,0.8820502161979675,0
1533,509,213,640,479,0.8811444640159607,0
1534,510,213,640,479,0.8591955304145813,0
1535,508,211,640,479,0.8362883925437927,0
1536,461,196,639,480,0.7671396732330322,2
1537,422,191,634,480,0.6606244444847107,2
1538,394,192,602,480,0.804430365562439,2
1562,220,214,343,479,0.7739993333816528,0
1563,235,214,348,478,0.7043108344078064,0
1564,243,216,356,477,0.7460094690322876,0
1565,247,218,360,477,0.7713853120803833,0
1566,247,218,360,477,0.769338071346283,0
1567,242,219,355,476,0.7802221179008484,0
1568,241,219,352,476,0.7808610200881958,0
1569,236,218,350,477,0.7889453172683716,0
1570,232,218,345,477,0.7793036103248596,0
1571,226,216,339,478,0.7535024881362915,0
1572,220,215,332,478,0.7588551640510559,0
1573,212,217,325,477,0.7414799332618713,0
1574,204,215,316,479,0.6543451547622681,0
1575,188,215,302,477,0.6562286019325256,0
1590,91,222,208,479,0.7661911845207214,0
1591,102,223,212,479,0.7519078850746155,0
1592,106,223,218,477,0.7596787214279175,0
1593,106,222,219,478,0.7613903284072876,0
1594,104,221,220,478,0.7567667961120605,0
1595,103,220,215,478,0.753876268863678,0
1596,102,220,213,477,0.7315853238105774,0
1597,102,219,211,478,0.7229220271110535,0
1598,100,220,212,478,0.7144681811332703,0
1599,102,219,213,478,0.7147234082221985,0
1600,106,221,212,475,0.7262815237045288,0
1601,107,222,211,478,0.7670640349388123,0
1602,108,223,214,479,0.7676125168800354,0
1603,106,223,215,479,0.762324333190918,0
1604,105,221,217,478,0.7596046924591064,0
1605,105,221,215,477,0.7547799944877625,0
1606,104,220,214,476,0.7576038241386414,0
1607,106,221,212,475,0.7512455582618713,0
1608,106,220,212,477,0.753294050693512,0
1609,106,221,214,479,0.7606645822525024,0
1610,107,221,214,479,0.7604283094406128,0
1611,107,221,214,479,0.765282928943634,0
1612,106,221,215,479,0.7590051293373108,0
1613,106,220,216,478,0.7651746869087219,0
1614,105,220,216,478,0.7636370062828064,0
1615,105,220,215,477,0.7613063454627991,0
1616,105,220,216,477,0.761480987071991,0
1617,105,220,216,477,0.7569088935852051,0
1618,106,220,216,478,0.7518922090530396,0
1619,105,220,217,478,0.7496668100357056,0
1620,105,221,216,478,0.7588887810707092,0
1621,105,220,216,478,0.7568296194076538,0
1622,105,220,216,478,0.7580125331878662,0
1623,106,220,217,478,0.7508395910263062,0
1624,105,220,217,478,0.7547093033790588,0
1625,105,220,218,478,0.7652596831321716,0
1626,105,221,219,475,0.7748573422431946,0
1627,108,221,222,479,0.7962357997894287,0
1628,110,221,222,476,0.778118371963501,0
1629,111,221,225,476,0.7754284739494324,0
1630,117,221,228,478,0.7704870104789734,0
1631,120,221,231,478,0.7777032256126404,0
1632,118,221,235,477,0.7764715552330017,0
1633,121,221,239,477,0.7657015323638916,0
1634,123,220,241,476,0.7673622965812683,0
1635,135,220,248,478,0.7355824708938599,0
1636,133,219,255,478,0.7634019255638123,0
1637,138,219,259,478,0.803387463092804,0
1638,148,220,266,478,0.7570487856864929,0
1639,148,220,274,478,0.749006986618042,0
1640,164,218,285,479,0.6680220365524292,0
1641,167,217,290,476,0.7041361331939697,0
1642,174,215,301,477,0.6967918872833252,0
1653,247,217,362,478,0.7738178372383118,0
1654,249,216,368,478,0.7537923455238342,0
1655,252,216,366,477,0.7304284572601318,0
1656,256,217,368,475,0.7451711893081665,0
1657,255,219,373,475,0.7598684430122375,0
1658,258,216,374,478,0.7655683755874634,0
1659,260,216,382,478,0.7765040993690491,0
1660,265,216,387,479,0.8158136606216431,0
1661,267,216,390,476,0.7985478639602661,0
1662,273,216,392,477,0.7858178615570068,0
1663,278,216,395,475,0.7595970034599304,0
1664,282,215,398,478,0.7916092276573181,0
1665,286,216,402,476,0.7431380748748779,0
1666,292,216,406,474,0.765560507774353,0
1667,299,215,414,474,0.7744634747505188,0
1668,306,215,417,475,0.7520118355751038,0
1669,312,215,420,475,0.7159028053283691,0
1670,321,216,423,473,0.6764105558395386,0
1671,330,215,431,473,0.683285117149353,0
1672,340,214,449,470,0.660669207572937,0
1673,350,212,486,469,0.6013514995574951,2
1674,362,213,456,468,0.6580888032913208,0
1675,369,214,476,467,0.6761212944984436,0
1676,377,214,496,469,0.6449500322341919,0
1677,382,216,494,464,0.7204341292381287,0
1678,387,215,509,474,0.6915268301963806,0
1679,391,214,511,470,0.7276363968849182,0
1680,396,214,516,470,0.7663681507110596,0
1681,399,214,528,473,0.7200891971588135,0
1682,404,215,519,471,0.7692896723747253,0
1683,405,215,520,470,0.7557846903800964,0
1684,405,215,517,472,0.7362890243530273,0
1685,406,215,520,472,0.7545838356018066,0
1686,405,215,526,475,0.762051522731781,0
1687,404,215,527,474,0.7692273855209351,0
1688,405,215,525,474,0.7845170497894287,0
1689,404,215,524,474,0.7879409193992615,0
1690,405,215,523,472,0.7906054854393005,0
1691,405,215,522,473,0.7882576584815979,0
1692,405,215,521,474,0.7875158190727234,0
2040,283,216,397,474,0.7679739594459534,0
2041,282,216,397,474,0.7660902738571167,0
2042,283,216,397,474,0.7636582255363464,0
2043,283,216,397,474,0.7662990093231201,0
2044,283,216,397,474,0.7686994671821594,0
2045,283,216,397,474,0.7673958539962769,0
2046,283,216,397,475,0.7672771215438843,0
2047,284,216,397,474,0.7653029561042786,0
2048,283,216,397,474,0.7680690288543701,0
2049,282,217,397,475,0.7692351937294006,0
2050,283,216,398,475,0.7669018507003784,0
2051,283,216,397,475,0.7676132917404175,0
2052,283,216,397,475,0.7692888975143433,0
2053,283,216,397,475,0.7764646410942078,0
2054,282,216,397,475,0.7696393132209778,0
2055,283,216,397,474,0.7661000490188599,0
2056,283,216,397,475,0.7643299102783203,0
2057,282,216,397,475,0.7660943865776062,0
2058,283,216,397,475,0.7679558992385864,0
2059,283,216,397,475,0.7694938778877258,0
2060,282,216,398,476,0.7632584571838379,0
2061,285,216,400,476,0.7197425365447998,0
2062,292,215,405,474,0.7736973166465759,0
2063,292,215,409,479,0.7891654968261719,0
2064,298,215,412,478,0.7986292839050293,0
2065,300,216,417,479,0.8108393549919128,0
2066,307,215,418,477,0.7843475937843323,0
2067,313,214,423,478,0.7473834753036499,0
2068,320,214,423,474,0.6961098313331604,0
2069,329,215,426,473,0.7110671401023865,0
2070,338,214,447,475,0.69062340259552,0
2132,337,1,503,227,0.7833524942398071,2
2133,333,2,492,228,0.8207265734672546,2
2134,336,1,493,228,0.8104585409164429,2
2135,336,1,495,227,0.8056516051292419,2
2136,336,1,492,228,0.8113401532173157,2
2137,333,2,491,227,0.8222389817237854,2
2138,332,2,492,227,0.840223491191864,2
2139,334,3,492,228,0.8319087028503418,2
2140,335,3,494,227,0.8216223120689392,2
2141,335,3,493,227,0.8249040842056274,2
2142,334,2,492,228,0.8279618620872498,2
2143,332,1,491,228,0.8352917432785034,2
2144,335,2,490,227,0.8282181024551392,2
2145,335,2,490,227,0.8386251330375671,2
2146,335,2,490,228,0.8358684182167053,2
2147,333,2,490,227,0.8391397595405579,2
2148,332,2,490,227,0.8447042107582092,2
2149,333,2,490,227,0.846700131893158,2
2150,333,2,489,227,0.8471782207489014,2
2151,331,2,489,227,0.8454077243804932,2
2152,333,2,491,228,0.8368503451347351,2
2153,333,2,490,227,0.8386306762695312,2
2154,331,2,489,227,0.8383399248123169,2
2155,329,2,490,227,0.8375446796417236,2
2156,332,2,491,228,0.8320677876472473,2
2157,332,2,492,227,0.833106279373169,2
2158,332,2,491,227,0.8392281532287598,2
2159,330,2,490,227,0.8455425500869751,2
2160,332,2,491,228,0.8417581915855408,2
2161,334,2,491,227,0.8394097685813904,2
2162,333,2,492,227,0.8344917893409729,2
2163,332,2,492,227,0.8347999453544617,2
2164,332,2,491,227,0.83269202709198,2
2165,333,2,493,227,0.8199059963226318,2
2166,334,1,494,227,0.8135535717010498,2
2167,335,1,493,227,0.8160245418548584,2
2168,335,1,491,228,0.815375804901123,2
2169,328,1,491,227,0.8162431120872498,2
2170,326,0,502,227,0.8123705387115479,2
2171,325,0,489,227,0.7966452836990356,2
2172,320,0,488,227,0.7850213050842285,2
2173,314,1,485,228,0.8126521706581116,2
2174,305,0,486,228,0.7806530594825745,2
2175,295,0,514,228,0.7577923536300659,2
2176,266,1,468,230,0.7641283869743347,2
2177,254,0,516,229,0.6747341752052307,2
2178,246,0,538,228,0.6031291484832764,2
2179,224,0,498,229,0.7592750787734985,2
2180,207,0,524,229,0.6902527213096619,2
2181,200,0,393,232,0.7032079100608826,2
2192,122,4,284,234,0.8004558682441711,2
2193,131,4,283,233,0.8282912969589233,2
2194,130,3,290,233,0.8171344995498657,2
2195,131,3,304,233,0.813289999961853,2
2196,128,2,302,232,0.8149995803833008,2
2197,129,2,307,233,0.8230215311050415,2
2198,130,3,316,233,0.8321741223335266,2
2199,129,3,311,233,0.8296613693237305,2
2200,130,4,317,233,0.8319113254547119,2
2201,131,3,319,233,0.8360245823860168,2
2202,131,3,320,233,0.8305453658103943,2
2203,129,4,319,233,0.8404276967048645,2
2204,131,4,318,233,0.8343366980552673,2
2205,130,4,319,233,0.8360613584518433,2
2206,131,4,319,233,0.8293097019195557,2
2207,129,4,319,233,0.8307985663414001,2
2208,129,4,319,233,0.8301946520805359,2
2209,131,4,319,233,0.8328194618225098,2
2210,133,3,317,233,0.8306183218955994,2
2211,132,3,319,233,0.8306527137756348,2
2212,131,3,317,233,0.8345086574554443,2
2213,131,4,316,233,0.8328043222427368,2
2214,132,3,319,233,0.8346031308174133,2
2215,131,4,317,233,0.8317877650260925,2
2216,131,3,318,233,0.8326553702354431,2
2217,130,3,317,233,0.833867609500885,2
2218,130,3,319,233,0.8318296074867249,2
2219,130,3,319,233,0.8324069976806641,2
2220,131,3,320,233,0.8339371681213379,2
2221,135,2,322,232,0.8296189904212952,2
2222,134,3,323,233,0.8356418013572693,2
2223,134,3,323,233,0.836729884147644,2
2224,138,3,325,233,0.8390279412269592,2
2225,142,3,326,233,0.8334258794784546,2
2226,144,3,329,232,0.8357442021369934,2
2227,150,3,331,233,0.8293004035949707,2
2228,149,2,336,232,0.828200101852417,2
2229,156,2,340,232,0.8249567151069641,2
2230,161,2,343,231,0.8258137106895447,2
2231,163,1,348,232,0.8295530676841736,2
2232,169,1,353,232,0.8358590006828308,2
2233,174,1,357,232,0.8366144299507141,2
2234,184,1,363,232,0.8267446160316467,2
2235,197,1,373,232,0.8155964016914368,2
2236,206,1,381,232,0.8242672085762024,2
2237,210,0,390,230,0.7669923901557922,2
2238,224,0,482,229,0.7841894626617432,2
2239,234,0,408,230,0.7963038682937622,2
2240,241,0,407,230,0.7898411750793457,2
2241,252,0,411,229,0.7993389368057251,2
2242,248,0,408,230,0.811400830745697,2
2243,255,0,417,230,0.805486261844635,2
2244,258,0,415,229,0.8148894309997559,2
2245,264,0,411,229,0.8339817523956299,2
2246,266,0,411,229,0.8419488072395325,2
2247,265,0,411,229,0.8473860025405884,2
2248,264,0,411,230,0.8393426537513733,2
2249,258,1,410,230,0.8441354036331177,2
2250,263,0,412,230,0.8194903135299683,2
2251,265,1,410,230,0.8259028196334839,2
2252,260,1,410,230,0.8327191472053528,2
2253,260,0,411,230,0.8222389817237854,2
2254,259,0,410,230,0.8315661549568176,2
2255,262,0,412,229,0.823483407497406,2
2256,268,0,411,230,0.8312963247299194,2
2257,267,0,412,229,0.8242682814598083,2
2258,264,1,413,230,0.8327646851539612,2
2259,268,0,418,230,0.8125845789909363,2
2260,265,0,418,229,0.8159782290458679,2
2261,268,0,422,230,0.8173306584358215,2
2262,268,0,427,230,0.8159963488578796,2
2263,273,0,429,230,0.8192999958992004,2
2264,277,0,429,229,0.821354866027832,2
2265,282,0,437,230,0.80535489320755,2
2266,290,0,439,229,0.8208127617835999,2
2267,298,0,444,229,0.8296757936477661,2
2268,300,0,448,228,0.8310487866401672,2
2269,306,0,456,229,0.8249267935752869,2
2270,311,0,465,227,0.7976767420768738,2
2271,320,0,476,227,0.7733858823776245,2
2272,326,0,540,225,0.7397764921188354,2
2286,435,0,638,225,0.7845130562782288,2
2287,443,0,638,226,0.802350640296936,2
2288,448,0,639,225,0.8115490674972534,2
2289,450,0,639,224,0.8038920760154724,2
2290,451,0,639,224,0.8089706301689148,2
2291,453,0,639,224,0.8084529638290405,2
2292,452,0,639,225,0.8064249157905579,2
2293,451,0,639,225,0.7942363023757935,2
2294,450,0,639,225,0.8245708346366882,2
2295,449,0,639,225,0.808019757270813,2
2296,450,0,639,225,0.81837397813797,2
2297,450,0,639,224,0.8268783688545227,2
2298,451,0,639,224,0.8347445130348206,2
2299,452,0,639,224,0.8267823457717896,2
2300,452,0,639,224,0.8227205276489258,2
2301,451,0,639,224,0.8276053667068481,2
2302,451,0,639,225,0.8183687925338745,2
2303,449,0,639,225,0.790656328201294,2
2304,450,0,639,224,0.8106561303138733,2
2305,449,0,639,224,0.8192853927612305,2
2306,450,0,639,224,0.812826931476593,2
2307,452,0,639,224,0.8025985956192017,2
2308,450,0,639,225,0.7976577877998352,2
2309,450,0,639,225,0.7859009504318237,2
2310,450,0,638,225,0.8032376766204834,2
2311,450,0,639,225,0.8040584921836853,2
2312,450,0,638,225,0.8096311688423157,2
2313,451,0,639,224,0.8063182830810547,2
2314,446,0,638,225,0.8032031059265137,2
2315,447,0,637,226,0.7927900552749634,2
2316,440,0,638,226,0.8000403642654419,2
2317,440,0,639,226,0.8129714727401733,2
2318,441,0,638,226,0.8065998554229736,2
2319,438,0,637,226,0.7826700210571289,2
2320,432,0,637,226,0.7708626985549927,2
2321,429,0,638,225,0.7801016569137573,2
2322,420,0,638,225,0.7775732278823853,2
2323,420,0,639,225,0.7647753953933716,2
2324,415,0,639,225,0.7636769413948059,2
2325,400,0,639,225,0.714482843875885,2
2326,380,0,637,226,0.687061071395874,2
2327,382,0,638,224,0.6835689544677734,2
2328,359,0,639,224,0.6881314516067505,2
2329,351,0,640,221,0.6521645188331604,2
2344,253,0,397,228,0.8424748778343201,2
2345,245,0,396,228,0.8287234306335449,2
2346,245,0,396,228,0.8228670358657837,2
2347,247,0,394,230,0.8379913568496704,2
2348,238,0,394,230,0.8391254544258118,2
2349,236,0,396,230,0.8178414702415466,2
2350,229,0,394,230,0.8342226147651672,2
2351,228,0,392,230,0.8350884318351746,2
2352,236,0,405,230,0.8088241219520569,2
2353,225,0,391,229,0.8297147154808044,2
2354,222,0,405,230,0.8193657994270325,2
2355,224,0,402,230,0.8137178421020508,2
2356,219,0,396,229,0.8118276000022888,2
2357,216,0,396,230,0.8102570176124573,2
2358,210,0,394,230,0.8123642206192017,2
2359,205,0,398,230,0.8239827156066895,2
2360,202,0,388,230,0.8247538208961487,2
2361,202,0,374,230,0.8207879662513733,2
2362,203,0,381,229,0.8167048096656799,2
2363,206,0,392,230,0.8104767799377441,2
2364,222,0,394,229,0.8103902339935303,2
2365,220,0,382,230,0.8193464279174805,2
2366,221,0,384,229,0.8138339519500732,2
2496,220,0,382,230,0.8234105706214905,2
2497,219,0,384,230,0.8243727684020996,2
2498,220,0,385,230,0.8227431774139404,2
2499,219,0,383,230,0.8231695294380188,2
2500,219,0,383,230,0.8225378394126892,2
2501,218,0,383,230,0.8244768381118774,2
2502,219,0,384,230,0.8246535658836365,2
2503,218,0,383,230,0.821973443031311,2
2504,217,0,384,230,0.8200055360794067,2
2505,217,0,385,230,0.8230618238449097,2
2506,217,0,385,230,0.820284366607666,2
2507,220,0,385,230,0.8262957334518433,2
2508,216,0,385,230,0.8239539861679077,2
2509,215,0,386,230,0.8248815536499023,2
2510,217,0,385,230,0.8262799978256226,2
2511,217,0,386,230,0.8289616703987122,2
2512,218,0,385,230,0.8294981718063354,2
2513,215,0,385,230,0.8314210176467896,2
2514,217,0,386,230,0.8335350751876831,2
2515,218,0,387,230,0.8306507468223572,2
2516,219,0,387,230,0.8288223743438721,2
2517,219,0,387,230,0.8253856897354126,2
2518,217,0,391,230,0.8243555426597595,2
2519,219,0,388,230,0.8272966742515564,2
2520,220,0,388,230,0.8239231705665588,2
2521,219,0,387,230,0.8233418464660645,2
2522,221,0,390,230,0.8265509605407715,2
2523,220,0,395,229,0.8280739188194275,2
2524,222,0,394,230,0.8288960456848145,2
2525,220,0,393,229,0.826988935470581,2
2526,219,0,392,230,0.8254815340042114,2
2527,219,0,388,230,0.8289282321929932,2
2528,219,0,390,230,0.8293964862823486,2
2529,219,0,387,230,0.8251699209213257,2
2530,217,0,391,230,0.8245730996131897,2
2531,218,0,390,230,0.8214805722236633,2
2532,216,0,389,230,0.8233518004417419,2
2533,219,0,393,230,0.8219901323318481,2
2534,219,0,395,230,0.8223916888237,2
2535,218,0,385,230,0.8204386830329895,2
2536,217,0,381,230,0.8262162208557129,2
2537,217,0,378,230,0.8292030096054077,2
2538,216,0,378,230,0.8288910388946533,2
2539,217,0,377,230,0.8321800827980042,2
2540,216,0,376,230,0.8399778008460999,2
2541,216,0,375,230,0.8463428020477295,2
2542,217,0,376,230,0.8423500657081604,2
2543,219,0,376,230,0.8387749195098877,2
2544,219,0,376,230,0.8377922773361206,2
2545,218,0,376,230,0.8390223979949951,2
2546,218,0,376,230,0.837559163570404,2
2547,216,0,377,230,0.836250364780426,2
2548,219,0,376,230,0.8373399376869202,2
2549,219,0,376,229,0.8476588129997253,2
